Node_i ,Node_j ,"A[i,j]" ,"A[j,i]" ,Diff                   ,Direction
    43 ,    48 ,  0.1059 ,  0.088  ,0.0179                 ,43->48
    29 ,    34 ,  0.0526 ,  0.0704 ,0.017800000000000003   ,34->29
    27 ,    31 ,  0.0633 ,  0.081  ,0.017700000000000007   ,31->27
     2 ,    42 ,  0.0438 ,  0.0615 ,0.0177                 ,42->2
    47 ,    49 ,  0.1085 ,  0.0908 ,0.017699999999999994   ,47->49
    43 ,    46 ,  0.046  ,  0.0285 ,0.017499999999999998   ,43->46
     1 ,    44 ,  0.0465 ,  0.0639 ,0.0174                 ,44->1
     9 ,    49 ,  0.0461 ,  0.0635 ,0.0174                 ,49->9
    13 ,    31 ,  0.0719 ,  0.0893 ,0.0174                 ,31->13
    19 ,    31 ,  0.0338 ,  0.0164 ,0.017399999999999995   ,19->31
    23 ,    46 ,  0.0338 ,  0.0165 ,0.017299999999999996   ,23->46
     6 ,     8 ,  0.3959 ,  0.3786 ,0.017299999999999982   ,6->8
    20 ,    44 ,  0.035  ,  0.0178 ,0.017200000000000003   ,20->44
    32 ,    46 ,  0.0362 ,  0.0191 ,0.017100000000000004   ,32->46
    45 ,    47 ,  0.102  ,  0.085  ,0.016999999999999987   ,45->47
     4 ,    33 ,  0.0508 ,  0.0676 ,0.016799999999999995   ,33->4
    21 ,    40 ,  0.0336 ,  0.0169 ,0.0167                 ,21->40
     3 ,    12 ,  0.1691 ,  0.1858 ,0.016699999999999993   ,12->3
     3 ,    48 ,  0.063  ,  0.0797 ,0.016699999999999993   ,48->3
     8 ,    34 ,  0.0674 ,  0.0508 ,0.016600000000000004   ,8->34
    48 ,    49 ,  0.1682 ,  0.1848 ,0.016600000000000004   ,49->48
    21 ,    32 ,  0.0361 ,  0.0197 ,0.0164                 ,21->32
    21 ,    31 ,  0.0286 ,  0.0122 ,0.016399999999999998   ,21->31
    12 ,    25 ,  0.1238 ,  0.1075 ,0.016299999999999995   ,12->25
    45 ,    48 ,  0.0794 ,  0.0632 ,0.016199999999999992   ,45->48
    38 ,    40 ,  0.0745 ,  0.0906 ,0.016100000000000003   ,40->38
    20 ,    49 ,  0.034  ,  0.018  ,0.016000000000000004   ,20->49
     0 ,    46 ,  0.0314 ,  0.0473 ,0.015900000000000004   ,46->0
    22 ,    31 ,  0.0295 ,  0.0136 ,0.015899999999999997   ,22->31
    28 ,    31 ,  0.038  ,  0.0537 ,0.0157                 ,31->28
     8 ,    40 ,  0.0332 ,  0.0487 ,0.0155                 ,40->8
    20 ,    31 ,  0.0275 ,  0.012  ,0.0155                 ,20->31
     5 ,    28 ,  0.0896 ,  0.105  ,0.015399999999999997   ,28->5
    33 ,    42 ,  0.0783 ,  0.0936 ,0.015300000000000008   ,42->33
    18 ,    34 ,  0.0449 ,  0.0297 ,0.015200000000000002   ,18->34
     3 ,    49 ,  0.0486 ,  0.0638 ,0.015199999999999998   ,49->3
    24 ,    48 ,  0.0324 ,  0.0173 ,0.015099999999999999   ,24->48
    19 ,    49 ,  0.0364 ,  0.0214 ,0.015000000000000003   ,19->49
     4 ,    45 ,  0.0471 ,  0.062  ,0.014899999999999997   ,45->4
    44 ,    48 ,  0.081  ,  0.0661 ,0.014899999999999997   ,44->48
     1 ,    34 ,  0.0771 ,  0.0623 ,0.0148                 ,1->34
    19 ,    30 ,  0.0349 ,  0.0201 ,0.0148                 ,19->30
    19 ,    20 ,  0.0099 ,  0.0247 ,0.014799999999999999   ,20->19
     2 ,    43 ,  0.0379 ,  0.0527 ,0.014799999999999994   ,43->2
     7 ,    48 ,  0.0927 ,  0.1075 ,0.014799999999999994   ,48->7
    47 ,    48 ,  0.2084 ,  0.1937 ,0.01469999999999999    ,47->48
    23 ,    24 ,  0.0316 ,  0.0462 ,0.014599999999999995   ,24->23
     1 ,    33 ,  0.105  ,  0.1194 ,0.01440000000000001    ,33->1
     3 ,    46 ,  0.0341 ,  0.0485 ,0.014400000000000003   ,46->3
    25 ,    38 ,  0.2005 ,  0.2149 ,0.014399999999999996   ,38->25
     2 ,    15 ,  0.0494 ,  0.0637 ,0.014300000000000007   ,15->2
    16 ,    19 ,  0.0737 ,  0.0879 ,0.014200000000000004   ,19->16
    21 ,    41 ,  0.0328 ,  0.0186 ,0.014200000000000004   ,21->41
     0 ,    26 ,  0.0371 ,  0.0513 ,0.014199999999999997   ,26->0
    15 ,    23 ,  0.0195 ,  0.0336 ,0.014099999999999998   ,23->15
    32 ,    45 ,  0.0305 ,  0.0164 ,0.014099999999999998   ,32->45
    40 ,    45 ,  0.0246 ,  0.0387 ,0.014099999999999998   ,45->40
    17 ,    34 ,  0.0413 ,  0.0273 ,0.014000000000000002   ,17->34
    20 ,    33 ,  0.0369 ,  0.0229 ,0.014000000000000002   ,20->33
    21 ,    45 ,  0.0287 ,  0.0147 ,0.014                  ,21->45
    32 ,    42 ,  0.0939 ,  0.1078 ,0.01390000000000001    ,42->32
    22 ,    40 ,  0.0335 ,  0.0196 ,0.013900000000000003   ,22->40
     2 ,    44 ,  0.0514 ,  0.0653 ,0.013899999999999996   ,44->2
     4 ,    28 ,  0.065  ,  0.0789 ,0.013899999999999996   ,28->4
    22 ,    44 ,  0.0363 ,  0.0227 ,0.013599999999999998   ,22->44
     4 ,    44 ,  0.0394 ,  0.0529 ,0.013500000000000005   ,44->4
    41 ,    48 ,  0.046  ,  0.0595 ,0.013499999999999998   ,48->41
     1 ,    49 ,  0.0676 ,  0.0541 ,0.013499999999999991   ,1->49
    19 ,    21 ,  0.0123 ,  0.0255 ,0.013199999999999998   ,21->19
     3 ,    29 ,  0.0767 ,  0.0898 ,0.0131                 ,29->3
    13 ,    38 ,  0.2226 ,  0.2095 ,0.0131                 ,13->38
    29 ,    40 ,  0.0497 ,  0.0368 ,0.012900000000000002   ,29->40
    20 ,    45 ,  0.0286 ,  0.0159 ,0.0127                 ,20->45
    16 ,    30 ,  0.0281 ,  0.0155 ,0.0126                 ,16->30
    27 ,    43 ,  0.0636 ,  0.0762 ,0.0126                 ,43->27
    44 ,    45 ,  0.0422 ,  0.0296 ,0.0126                 ,44->45
     9 ,    30 ,  0.0491 ,  0.0366 ,0.012499999999999997   ,9->30
     0 ,    40 ,  0.0226 ,  0.035  ,0.012400000000000005   ,40->0
    41 ,    45 ,  0.0203 ,  0.0327 ,0.012400000000000001   ,45->41
     6 ,    31 ,  0.0587 ,  0.0464 ,0.012300000000000005   ,6->31
    23 ,    30 ,  0.024  ,  0.0117 ,0.0123                 ,23->30
    16 ,    23 ,  0.0164 ,  0.0287 ,0.012299999999999998   ,23->16
    22 ,    43 ,  0.0281 ,  0.0158 ,0.012299999999999998   ,22->43
     0 ,    38 ,  0.0766 ,  0.0644 ,0.012200000000000003   ,0->38
    33 ,    45 ,  0.0402 ,  0.028  ,0.012199999999999999   ,33->45
     4 ,    31 ,  0.0545 ,  0.0666 ,0.012100000000000007   ,31->4
    32 ,    40 ,  0.0386 ,  0.0265 ,0.012100000000000003   ,32->40
    25 ,    46 ,  0.0312 ,  0.0433 ,0.0121                 ,46->25
    25 ,    34 ,  0.0542 ,  0.0662 ,0.011999999999999997   ,34->25
    22 ,    42 ,  0.0365 ,  0.0246 ,0.011899999999999997   ,22->42
    29 ,    37 ,  0.1189 ,  0.1307 ,0.011800000000000005   ,37->29
    23 ,    40 ,  0.0267 ,  0.015  ,0.011700000000000002   ,23->40
    19 ,    33 ,  0.0444 ,  0.0328 ,0.0116                 ,19->33
    30 ,    42 ,  0.0565 ,  0.0681 ,0.011599999999999992   ,42->30
     8 ,    37 ,  0.0559 ,  0.0673 ,0.0114                 ,37->8
    24 ,    40 ,  0.0242 ,  0.0128 ,0.011399999999999999   ,24->40
    37 ,    40 ,  0.0907 ,  0.1021 ,0.011399999999999993   ,40->37
    21 ,    47 ,  0.036  ,  0.0249 ,0.011099999999999999   ,21->47
    30 ,    48 ,  0.0259 ,  0.037  ,0.011099999999999999   ,48->30
     5 ,    38 ,  0.1084 ,  0.0974 ,0.010999999999999996   ,5->38
    15 ,    21 ,  0.0207 ,  0.0316 ,0.010900000000000003   ,21->15
    23 ,    44 ,  0.029  ,  0.0181 ,0.0109                 ,23->44
    21 ,    46 ,  0.0238 ,  0.013  ,0.010800000000000002   ,21->46
    19 ,    47 ,  0.0448 ,  0.0341 ,0.010700000000000001   ,19->47
    12 ,    31 ,  0.0609 ,  0.0503 ,0.010600000000000005   ,12->31
    26 ,    49 ,  0.043  ,  0.0536 ,0.010600000000000005   ,49->26
     8 ,    28 ,  0.1047 ,  0.0941 ,0.010599999999999998   ,8->28
    20 ,    34 ,  0.0265 ,  0.0159 ,0.010599999999999998   ,20->34
    33 ,    48 ,  0.0698 ,  0.0593 ,0.010500000000000002   ,33->48
    37 ,    45 ,  0.046  ,  0.0565 ,0.010500000000000002   ,45->37
    40 ,    41 ,  0.1061 ,  0.0956 ,0.010499999999999995   ,40->41
     9 ,    28 ,  0.0786 ,  0.0682 ,0.010400000000000006   ,9->28
     8 ,    33 ,  0.0489 ,  0.0593 ,0.0104                 ,33->8
    24 ,    41 ,  0.0285 ,  0.0182 ,0.0103                 ,24->41
    31 ,    47 ,  0.0492 ,  0.0595 ,0.010299999999999997   ,47->31
     0 ,    12 ,  0.1256 ,  0.1153 ,0.01029999999999999    ,0->12
    19 ,    23 ,  0.0186 ,  0.0288 ,0.0102                 ,23->19
     3 ,    40 ,  0.0251 ,  0.0353 ,0.010199999999999997   ,40->3
    18 ,    21 ,  0.0123 ,  0.0224 ,0.0101                 ,21->18
     4 ,    25 ,  0.0757 ,  0.0656 ,0.010099999999999998   ,4->25
    36 ,    39 ,  0.7974 ,  0.7874 ,0.010000000000000009   ,36->39
    18 ,    23 ,  0.0234 ,  0.0334 ,0.009999999999999998   ,23->18
    32 ,    44 ,  0.0628 ,  0.0528 ,0.009999999999999995   ,32->44
    44 ,    47 ,  0.0668 ,  0.0768 ,0.009999999999999995   ,47->44
     4 ,    40 ,  0.0326 ,  0.0425 ,0.009900000000000006   ,40->4
    32 ,    43 ,  0.0683 ,  0.0584 ,0.009899999999999999   ,32->43
     1 ,    37 ,  0.1349 ,  0.125  ,0.009899999999999992   ,1->37
    16 ,    42 ,  0.0224 ,  0.0322 ,0.0098                 ,42->16
     9 ,    34 ,  0.0569 ,  0.0471 ,0.009799999999999996   ,9->34
     8 ,    45 ,  0.0932 ,  0.103  ,0.00979999999999999    ,45->8
     3 ,    44 ,  0.0359 ,  0.0456 ,0.0097                 ,44->3
    28 ,    30 ,  0.0452 ,  0.0355 ,0.0097                 ,28->30
    29 ,    46 ,  0.0517 ,  0.042  ,0.0097                 ,29->46
    31 ,    46 ,  0.0355 ,  0.0258 ,0.009699999999999997   ,31->46
     4 ,    46 ,  0.0342 ,  0.0438 ,0.009599999999999997   ,46->4
    15 ,    30 ,  0.0355 ,  0.0259 ,0.009599999999999997   ,15->30
     2 ,    31 ,  0.0584 ,  0.0489 ,0.009500000000000001   ,2->31
     4 ,    34 ,  0.0545 ,  0.064  ,0.009500000000000001   ,34->4
    17 ,    21 ,  0.0136 ,  0.023  ,0.0094                 ,21->17
    27 ,    46 ,  0.0559 ,  0.0465 ,0.009399999999999999   ,27->46
    26 ,    30 ,  0.0396 ,  0.0489 ,0.009299999999999996   ,30->26
    28 ,    37 ,  0.1468 ,  0.1376 ,0.009200000000000014   ,28->37
    27 ,    41 ,  0.0638 ,  0.0546 ,0.009199999999999993   ,27->41
    16 ,    31 ,  0.0222 ,  0.0131 ,0.0091                 ,16->31
     3 ,    28 ,  0.0829 ,  0.0738 ,0.009099999999999997   ,3->28
     4 ,    29 ,  0.0836 ,  0.0745 ,0.009099999999999997   ,4->29
    34 ,    43 ,  0.0475 ,  0.0385 ,0.009000000000000001   ,34->43
    16 ,    20 ,  0.0118 ,  0.0208 ,0.009                  ,20->16
     2 ,    46 ,  0.0512 ,  0.0423 ,0.008900000000000005   ,2->46
    19 ,    48 ,  0.035  ,  0.0263 ,0.008700000000000003   ,19->48
    16 ,    32 ,  0.0326 ,  0.0239 ,0.008699999999999996   ,16->32
    20 ,    24 ,  0.0289 ,  0.0375 ,0.0086                 ,24->20
     1 ,    28 ,  0.0909 ,  0.0823 ,0.008599999999999997   ,1->28
     0 ,    25 ,  0.0376 ,  0.0291 ,0.0085                 ,0->25
     4 ,    41 ,  0.0476 ,  0.0391 ,0.0085                 ,4->41
    27 ,    40 ,  0.0382 ,  0.0467 ,0.0085                 ,40->27
    28 ,    41 ,  0.0468 ,  0.0553 ,0.0085                 ,41->28
     6 ,    38 ,  0.0851 ,  0.0935 ,0.008400000000000005   ,38->6
    30 ,    45 ,  0.0287 ,  0.0371 ,0.008400000000000001   ,45->30
    24 ,    44 ,  0.0212 ,  0.0128 ,0.0084                 ,24->44
    15 ,    43 ,  0.0333 ,  0.025  ,0.008300000000000002   ,15->43
    37 ,    41 ,  0.0846 ,  0.0929 ,0.008300000000000002   ,41->37
    31 ,    40 ,  0.0375 ,  0.0294 ,0.0081                 ,31->40
     9 ,    38 ,  0.0594 ,  0.0674 ,0.008                  ,38->9
     4 ,    37 ,  0.1176 ,  0.1256 ,0.007999999999999993   ,37->4
     0 ,    29 ,  0.0451 ,  0.0372 ,0.007900000000000004   ,0->29
     3 ,    31 ,  0.0487 ,  0.0409 ,0.007800000000000001   ,3->31
     8 ,    26 ,  0.0778 ,  0.07   ,0.0077999999999999875  ,8->26
    40 ,    46 ,  0.0304 ,  0.0381 ,0.007700000000000002   ,46->40
     2 ,    48 ,  0.098  ,  0.0903 ,0.0076999999999999985  ,2->48
    15 ,    34 ,  0.0299 ,  0.0222 ,0.0076999999999999985  ,15->34
     1 ,    40 ,  0.0349 ,  0.0273 ,0.007599999999999999   ,1->40
    22 ,    41 ,  0.0327 ,  0.0251 ,0.007599999999999999   ,22->41
    34 ,    40 ,  0.0365 ,  0.0292 ,0.0072999999999999975  ,34->40
    29 ,    44 ,  0.0507 ,  0.0435 ,0.007200000000000005   ,29->44
    30 ,    40 ,  0.0371 ,  0.0299 ,0.0072000000000000015  ,30->40
    21 ,    24 ,  0.026  ,  0.0188 ,0.007199999999999998   ,21->24
    34 ,    42 ,  0.0364 ,  0.0436 ,0.007199999999999998   ,42->34
    22 ,    24 ,  0.0377 ,  0.0448 ,0.007100000000000002   ,24->22
    23 ,    43 ,  0.022  ,  0.0149 ,0.007099999999999999   ,23->43
    34 ,    48 ,  0.0452 ,  0.0382 ,0.006999999999999999   ,34->48
    15 ,    19 ,  0.0677 ,  0.0746 ,0.006900000000000003   ,19->15
    28 ,    34 ,  0.0515 ,  0.0584 ,0.006900000000000003   ,34->28
    31 ,    41 ,  0.0391 ,  0.0322 ,0.006900000000000003   ,31->41
    17 ,    43 ,  0.0207 ,  0.0138 ,0.0069                 ,17->43
     1 ,    31 ,  0.0432 ,  0.0501 ,0.006899999999999996   ,31->1
     7 ,    30 ,  0.0543 ,  0.0611 ,0.0068000000000000005  ,30->7
    31 ,    48 ,  0.033  ,  0.0398 ,0.0068000000000000005  ,48->31
     2 ,    30 ,  0.0522 ,  0.059  ,0.0067999999999999935  ,30->2
    46 ,    48 ,  0.0833 ,  0.0767 ,0.006599999999999995   ,46->48
    11 ,    35 ,  0.6504 ,  0.6439 ,0.00649999999999995    ,11->35
     3 ,     6 ,  0.1525 ,  0.1589 ,0.006400000000000017   ,6->3
    30 ,    47 ,  0.0516 ,  0.058  ,0.006400000000000003   ,47->30
    21 ,    49 ,  0.0228 ,  0.0164 ,0.0063999999999999994  ,21->49
    29 ,    49 ,  0.0519 ,  0.0583 ,0.006399999999999996   ,49->29
    31 ,    43 ,  0.0508 ,  0.0444 ,0.006399999999999996   ,31->43
    15 ,    44 ,  0.0337 ,  0.0274 ,0.0063                 ,15->44
    19 ,    42 ,  0.0212 ,  0.0274 ,0.006200000000000001   ,42->19
    31 ,    44 ,  0.044  ,  0.0378 ,0.006199999999999997   ,31->44
    16 ,    43 ,  0.0151 ,  0.0212 ,0.0060999999999999995  ,43->16
     7 ,    34 ,  0.0794 ,  0.0854 ,0.006000000000000005   ,34->7
    34 ,    44 ,  0.0432 ,  0.0372 ,0.006000000000000005   ,34->44
    23 ,    42 ,  0.0269 ,  0.0209 ,0.006000000000000002   ,23->42
    15 ,    40 ,  0.0319 ,  0.0259 ,0.005999999999999998   ,15->40
    43 ,    49 ,  0.0549 ,  0.0489 ,0.005999999999999998   ,43->49
    30 ,    33 ,  0.0732 ,  0.0791 ,0.0059000000000000025  ,33->30
    30 ,    44 ,  0.0347 ,  0.0406 ,0.0058999999999999955  ,44->30
     1 ,    41 ,  0.0544 ,  0.0486 ,0.0058                 ,1->41
     9 ,    33 ,  0.0487 ,  0.0545 ,0.0058                 ,33->9
    15 ,    41 ,  0.0417 ,  0.036  ,0.005700000000000004   ,15->41
    17 ,    41 ,  0.0206 ,  0.0262 ,0.005600000000000001   ,41->17
    12 ,    38 ,  0.1321 ,  0.1377 ,0.005599999999999994   ,38->12
    27 ,    49 ,  0.076  ,  0.0704 ,0.005599999999999994   ,27->49
    19 ,    44 ,  0.0241 ,  0.0186 ,0.005500000000000001   ,19->44
    20 ,    22 ,  0.0259 ,  0.0314 ,0.005499999999999998   ,22->20
     4 ,     9 ,  0.0749 ,  0.0803 ,0.005400000000000002   ,9->4
    18 ,    43 ,  0.0187 ,  0.0134 ,0.005300000000000001   ,18->43
     3 ,    25 ,  0.0563 ,  0.0511 ,0.005200000000000003   ,3->25
    17 ,    40 ,  0.0268 ,  0.0216 ,0.0052                 ,17->40
    30 ,    32 ,  0.0994 ,  0.0942 ,0.005199999999999996   ,30->32
    19 ,    40 ,  0.0214 ,  0.0163 ,0.0051                 ,19->40
    16 ,    40 ,  0.0258 ,  0.0208 ,0.005000000000000001   ,16->40
    24 ,    43 ,  0.0239 ,  0.0189 ,0.005000000000000001   ,24->43
    21 ,    44 ,  0.0313 ,  0.0264 ,0.004900000000000002   ,21->44
    28 ,    49 ,  0.0695 ,  0.0646 ,0.004900000000000002   ,28->49
     5 ,    25 ,  0.089  ,  0.0842 ,0.004799999999999999   ,5->25
    21 ,    23 ,  0.0278 ,  0.023  ,0.004799999999999999   ,21->23
    25 ,    40 ,  0.0514 ,  0.0466 ,0.004799999999999999   ,25->40
    34 ,    41 ,  0.0364 ,  0.0316 ,0.004799999999999999   ,34->41
     0 ,    28 ,  0.0461 ,  0.0508 ,0.004699999999999996   ,28->0
    16 ,    21 ,  0.0186 ,  0.0232 ,0.0046                 ,21->16
    28 ,    46 ,  0.058  ,  0.0534 ,0.0046                 ,28->46
    30 ,    43 ,  0.0505 ,  0.0551 ,0.0046                 ,43->30
     6 ,    25 ,  0.079  ,  0.0835 ,0.004500000000000004   ,25->6
    12 ,    49 ,  0.095  ,  0.0905 ,0.004500000000000004   ,12->49
    17 ,    44 ,  0.0198 ,  0.0153 ,0.004500000000000002   ,17->44
    12 ,    30 ,  0.0629 ,  0.0673 ,0.004400000000000001   ,30->12
    17 ,    23 ,  0.0284 ,  0.0328 ,0.004400000000000001   ,23->17
    34 ,    49 ,  0.0462 ,  0.0506 ,0.004400000000000001   ,49->34
    20 ,    43 ,  0.0308 ,  0.0265 ,0.004300000000000002   ,20->43
     5 ,    30 ,  0.0645 ,  0.0688 ,0.004299999999999998   ,30->5
    32 ,    48 ,  0.0751 ,  0.0794 ,0.004299999999999998   ,48->32
    21 ,    22 ,  0.0371 ,  0.0413 ,0.004200000000000002   ,22->21
     2 ,    40 ,  0.0323 ,  0.0365 ,0.004199999999999995   ,40->2
    19 ,    34 ,  0.0424 ,  0.0383 ,0.0040999999999999995  ,19->34
    30 ,    46 ,  0.0319 ,  0.0278 ,0.0040999999999999995  ,30->46
    33 ,    49 ,  0.0513 ,  0.0472 ,0.0040999999999999995  ,33->49
    19 ,    41 ,  0.0262 ,  0.0302 ,0.004                  ,41->19
     2 ,    34 ,  0.0782 ,  0.0821 ,0.0039000000000000007  ,34->2
     3 ,    41 ,  0.0392 ,  0.0353 ,0.0039000000000000007  ,3->41
    42 ,    49 ,  0.0454 ,  0.0416 ,0.0038000000000000048  ,42->49
     2 ,    45 ,  0.0495 ,  0.0532 ,0.003699999999999995   ,45->2
    27 ,    34 ,  0.0707 ,  0.0671 ,0.003599999999999992   ,27->34
    42 ,    43 ,  0.2462 ,  0.2426 ,0.003599999999999992   ,42->43
    25 ,    30 ,  0.0433 ,  0.0468 ,0.003500000000000003   ,30->25
    27 ,    44 ,  0.0566 ,  0.0601 ,0.003500000000000003   ,44->27
    18 ,    42 ,  0.0203 ,  0.0168 ,0.0034999999999999996  ,18->42
    26 ,    28 ,  0.14   ,  0.1366 ,0.003400000000000014   ,26->28
    44 ,    49 ,  0.0426 ,  0.046  ,0.0034000000000000002  ,49->44
    19 ,    43 ,  0.019  ,  0.0223 ,0.003300000000000001   ,43->19
    41 ,    46 ,  0.033  ,  0.0298 ,0.0032000000000000015  ,41->46
    21 ,    43 ,  0.0272 ,  0.024  ,0.003199999999999998   ,21->43
     8 ,    38 ,  0.0802 ,  0.077  ,0.0031999999999999945  ,8->38
     3 ,    33 ,  0.052  ,  0.055  ,0.0030000000000000027  ,33->3
    46 ,    47 ,  0.1027 ,  0.1057 ,0.0030000000000000027  ,47->46
    18 ,    41 ,  0.0198 ,  0.0228 ,0.002999999999999999   ,41->18
    21 ,    48 ,  0.0242 ,  0.0212 ,0.002999999999999999   ,21->48
    16 ,    44 ,  0.022  ,  0.0192 ,0.0028000000000000004  ,16->44
    20 ,    42 ,  0.0307 ,  0.0335 ,0.0028000000000000004  ,42->20
    16 ,    34 ,  0.0282 ,  0.0255 ,0.002700000000000001   ,16->34
    21 ,    42 ,  0.0286 ,  0.0313 ,0.002700000000000001   ,42->21
    29 ,    30 ,  0.0442 ,  0.0415 ,0.002700000000000001   ,29->30
    20 ,    23 ,  0.0237 ,  0.021  ,0.0026999999999999975  ,20->23
    20 ,    21 ,  0.0241 ,  0.0267 ,0.0026000000000000016  ,21->20
    24 ,    42 ,  0.0225 ,  0.0251 ,0.0026000000000000016  ,42->24
     2 ,    41 ,  0.0514 ,  0.0488 ,0.002599999999999998   ,2->41
    31 ,    42 ,  0.0628 ,  0.0602 ,0.002599999999999998   ,31->42
    33 ,    43 ,  0.0728 ,  0.0703 ,0.0025000000000000022  ,33->43
    18 ,    20 ,  0.01   ,  0.0124 ,0.0023999999999999994  ,20->18
    18 ,    40 ,  0.0196 ,  0.0217 ,0.002100000000000001   ,40->18
     0 ,    41 ,  0.0407 ,  0.0428 ,0.0020999999999999977  ,41->0
    28 ,    40 ,  0.034  ,  0.0361 ,0.0020999999999999977  ,40->28
     4 ,     6 ,  0.0957 ,  0.0936 ,0.0020999999999999908  ,4->6
    17 ,    20 ,  0.0132 ,  0.0151 ,0.0019000000000000006  ,20->17
     0 ,    31 ,  0.035  ,  0.0369 ,0.001899999999999999   ,31->0
     7 ,    45 ,  0.0817 ,  0.0798 ,0.001899999999999999   ,7->45
    32 ,    49 ,  0.0478 ,  0.0459 ,0.001899999999999999   ,32->49
    12 ,    45 ,  0.1295 ,  0.1312 ,0.001700000000000007   ,45->12
    34 ,    47 ,  0.0515 ,  0.0498 ,0.0017000000000000001  ,34->47
     7 ,    37 ,  0.0766 ,  0.0783 ,0.0016999999999999932  ,37->7
    28 ,    44 ,  0.044  ,  0.0454 ,0.0014000000000000054  ,44->28
     3 ,    30 ,  0.0414 ,  0.0428 ,0.0013999999999999985  ,30->3
    20 ,    46 ,  0.016  ,  0.0148 ,0.0011999999999999997  ,20->46
    28 ,    29 ,  0.2646 ,  0.2658 ,0.0011999999999999789  ,29->28
    33 ,    44 ,  0.05   ,  0.049  ,0.0010000000000000009  ,33->44
    33 ,    34 ,  0.1647 ,  0.1656 ,0.0008999999999999841  ,34->33
    15 ,    42 ,  0.0391 ,  0.0399 ,0.0007999999999999952  ,42->15
    29 ,    41 ,  0.0476 ,  0.0469 ,0.0007000000000000062  ,29->41
     1 ,    46 ,  0.0348 ,  0.0355 ,0.0006999999999999992  ,46->1
    17 ,    42 ,  0.0214 ,  0.022  ,0.0005999999999999998  ,42->17
    18 ,    44 ,  0.02   ,  0.0194 ,0.0005999999999999998  ,18->44
    31 ,    45 ,  0.028  ,  0.0286 ,0.0005999999999999998  ,45->31
    16 ,    41 ,  0.0252 ,  0.0248 ,0.00040000000000000105 ,16->41
     1 ,    45 ,  0.0374 ,  0.0372 ,0.00020000000000000573 ,1->45
     3 ,    37 ,  0.0774 ,  0.0773 ,0.00010000000000000286 ,3->37
     3 ,    34 ,  0.0565 ,  0.0566 ,9.999999999999593e-05  ,34->3
    33 ,    47 ,  0.0902 ,  0.0902 ,0.0                    ,47->33
